Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
10/30/2017,NH Liquor Store,NH LIQUOR STORE #38,17.94,debit,Alcohol & Bars,Venture,,
8/21/2017,NH Liquor Store,NH LIQUOR STORE #43,24.99,debit,Alcohol & Bars,Venture,,
8/7/2017,NH Liquor Store,NH LIQUOR STORE #43,24.99,debit,Alcohol & Bars,Venture,,
2/27/2017,NH Liquor Store,NH LIQUOR STORE #43,13.99,debit,Alcohol & Bars,Venture,,
11/22/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,159.59,debit,Auto Insurance,Venture,,
10/23/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,159.58,debit,Auto Insurance,Venture,,
9/21/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,159.58,debit,Auto Insurance,Venture,,
8/23/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,159.58,debit,Auto Insurance,Venture,,
7/22/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,159.58,debit,Auto Insurance,Venture,,
6/22/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,145.48,debit,Auto Insurance,Venture,,
5/24/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,145.49,debit,Auto Insurance,Venture,,
4/22/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,145.48,debit,Auto Insurance,Venture,,
3/22/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,145.49,debit,Auto Insurance,Venture,,
2/22/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,145.48,debit,Auto Insurance,Venture,,
1/23/2017,Liberty Mutual,LIBERTY MUTUAL RECUR,152.09,debit,Auto Insurance,Venture,,
12/21/2016,Liberty Mutual,LIBERTY MUTUAL RECUR,152.08,debit,Auto Insurance,Venture,,
11/23/2016,Liberty Mutual,LIBERTY MUTUAL RECUR,152.09,debit,Auto Insurance,Venture,,
10/22/2016,Liberty Mutual,LIBERTY MUTUAL RECUR,135.58,debit,Auto Insurance,Venture,,
9/21/2016,Liberty Mutual,LIBERTY MUTUAL RECUR,135.58,debit,Auto Insurance,Venture,,
8/24/2016,Liberty Mutual,LIBERTY MUTUAL RECUR,130.08,debit,Auto Insurance,Venture,,
7/21/2016,Liberty Mutual,LIBERTY MUTUAL RECUR,130.08,debit,Auto Insurance,Venture,,
11/14/2016,PORT CITY NISSAN INC,PORT CITY NISSAN INC,1000,debit,Auto Payment,Venture,,
10/11/2017,Amazon,Amazon,14.99,debit,Baby Supplies,Venture,,
9/26/2017,Amazon,Amazon,6.79,debit,Baby Supplies,Venture,,
9/23/2017,Amazon,Amazon,5.94,debit,Baby Supplies,Venture,,
9/23/2017,Amazon,Amazon,90.21,debit,Baby Supplies,Venture,,
9/7/2017,Amazon,Amazon,33.83,debit,Baby Supplies,Venture,,
8/24/2017,Amazon,Amazon,22.95,debit,Baby Supplies,Venture,,
7/28/2017,Amazon,Amazon,28.94,debit,Baby Supplies,Venture,,
6/15/2017,Amazon,Amazon,12.48,debit,Baby Supplies,Venture,,
6/14/2017,Amazon,Amazon,12.91,debit,Baby Supplies,Venture,,
6/1/2017,Amazon,Amazon,13.45,debit,Baby Supplies,Venture,,
5/27/2017,Amazon,Amazon,49,debit,Baby Supplies,Venture,,
5/16/2017,Amazon,Amazon,9.99,debit,Baby Supplies,Venture,,
5/15/2017,Amazon,Amazon,9.8,debit,Baby Supplies,Venture,,
10/23/2017,CARSEAT CANOPY LLC,CARSEAT CANOPY LLC,14.99,debit,Baby Supplies,Venture,,
10/5/2016,C J Bus,C AND J BUS LINES,96,debit,Bus/Train,Venture,,
1/13/2017,Time Warner,TWC*TIME WARNER CABLE,134.92,debit,Cable/ Internet,Venture,,
11/12/2016,Time Warner,TWC*TIME WARNER CABLE,132.66,debit,Cable/ Internet,Venture,,
10/14/2016,Time Warner,TWC*TIME WARNER CABLE,132.69,debit,Cable/ Internet,Venture,,
8/5/2017,Capital One,CAPITAL ONE MEMBER FEE,59,debit,Subscriptions,Venture,,
8/5/2016,Capital One,CAPITAL ONE MEMBER FEE,59,debit,Subscriptions,Venture,,
10/25/2017,AUTO AIR & VACUUM SERVICE,AUTO AIR & VACUUM SERVICE,1.5,debit,Car Wash,Venture,,
9/30/2016,AUTO AIR & VACUUM SERVICE,AUTO AIR & VACUUM SVC,1.5,debit,Car Wash,Venture,,
9/30/2016,AUTO AIR & VACUUM SERVICE,AUTO AIR & VACUUM SVC,1.5,debit,Car Wash,Venture,,
9/5/2016,WONDERLAND,WONDERLAND,5,debit,Car Wash,Venture,,
10/21/2017,Amazon,Amazon,11.99,debit,Clothing,Venture,,
10/18/2017,Amazon,Amazon,23.5,debit,Clothing,Venture,,
10/17/2017,Amazon,Amazon,23.53,debit,Clothing,Venture,,
12/16/2016,Fanatics.com,FRG*FANATICS.COM,59.98,debit,Clothing,Venture,,
5/8/2017,JCPenney,JCPENNEY 2250,17.99,debit,Clothing,Venture,,
8/15/2016,JCPenney,JCPENNEY 2880,29.99,debit,Clothing,Venture,,
11/9/2017,Kohl's,KOHL'S #1137,33.99,debit,Clothing,Venture,,
11/6/2017,Kohl's,KOHL'S #1137,123.16,debit,Clothing,Venture,,
11/6/2017,Kohl's,KOHL'S #1137,58,credit,Clothing,Venture,,
10/30/2017,Kohl's,KOHL'S #0534,58,debit,Clothing,Venture,,
10/14/2017,Kohl's,WWW.KOHLS.COM #0873,26.94,debit,Clothing,Venture,,
8/31/2017,Kohl's,KOHL'S #1137,6,debit,Clothing,Venture,,
12/19/2016,Kohl's,KOHL'S #1137,63.17,debit,Clothing,Venture,,
11/7/2016,Kohl's,KOHL'S #1137,34.99,credit,Clothing,Venture,,
11/1/2016,Kohl's,KOHL'S #1137,34.99,debit,Clothing,Venture,,
10/10/2016,Kohl's,KOHL'S #1137,21.59,debit,Clothing,Venture,,
9/20/2016,Levis Outlet,LEVIS OUTLET 226,104.97,debit,Clothing,Venture,,
10/14/2017,Old Navy,OLD NAVY ON-LINE,6.48,debit,Clothing,Venture,,
10/13/2017,Old Navy,OLD NAVY ON-LINE,38.53,debit,Clothing,Venture,,
8/15/2016,POLO/RL/N CONWAY 6,POLO/RL/N CONWAY 6,44.62,debit,Clothing,Venture,,
9/25/2017,Aroma Joes,Aroma Joes,8.25,debit,Coffee Shops,Venture,,
7/31/2017,Aroma Joes,Aroma Joes,4,debit,Coffee Shops,Venture,,
7/4/2017,Aroma Joes,Aroma Joes,5.5,debit,Coffee Shops,Venture,,
8/1/2016,Aroma Joes,Aroma Joes,7.5,debit,Coffee Shops,Venture,,
8/5/2016,CVS,CMSVEND*A&B VENDING CO,0.65,debit,Coffee Shops,Venture,,
8/31/2017,Dunkin Donuts,DUNKIN #341729     Q35,6.34,debit,Coffee Shops,Venture,,
3/30/2017,Dunkin Donuts,DUNKIN #334756       Q35,7.24,debit,Coffee Shops,Venture,,
12/31/2016,Dunkin Donuts,DUNKIN #301407     Q35,4.33,debit,Coffee Shops,Venture,,
10/24/2017,NexDine,TST* NEXDINE - 250 - CAFE,4.35,debit,Coffee Shops,Venture,,
10/24/2017,NexDine,TST* NEXDINE - 250 - CAFE,2.96,debit,Coffee Shops,Venture,,
10/25/2017,Starbucks,STARBUCKS STORE 10325,8.18,debit,Coffee Shops,Venture,,
5/8/2017,Starbucks,STARBUCKS STORE 10325,4.09,debit,Coffee Shops,Venture,,
5/4/2017,Travel Reward,CREDIT-TRAVEL REWARD,22.91,credit,Credit Card Rewards,Venture,,
12/13/2016,Travel Reward,CREDIT-TRAVEL REWARD,218.85,credit,Credit Card Rewards,Venture,,
11/20/2017,Stillwater Kennels,STILLWATER KENNELS AND T,52,debit,Daycare,Venture,,
4/12/2017,Stillwater Kennels,STILLWATER KENNELS AND T,435,debit,Daycare,Venture,,
3/29/2017,Stillwater Kennels,STILLWATER KENNELS AND T,130,debit,Daycare,Venture,,
1/26/2017,Stillwater Kennels,STILLWATER KENNELS AND T,435,debit,Daycare,Venture,,
12/16/2016,Stillwater Kennels,STILLWATER KENNELS AND T,45,debit,Daycare,Venture,,
12/12/2016,Stillwater Kennels,STILLWATER KENNELS AND T,247.5,debit,Daycare,Venture,,
11/22/2016,Stillwater Kennels,STILLWATER KENNELS AND T,435,debit,Daycare,Venture,,
10/10/2016,Stillwater Kennels,STILLWATER KENNELS AND T,26,debit,Daycare,Venture,,
10/6/2016,Stillwater Kennels,STILLWATER KENNELS AND T,435,debit,Daycare,Venture,,
9/19/2016,Stillwater Kennels,STILLWATER KENNELS AND T,82.5,debit,Daycare,Venture,,
8/20/2016,Stillwater Kennels,STILLWATER KENNELS AND T,435,debit,Daycare,Venture,,
11/17/2017,Jd Howard Dental,JD HOWARD DENTAL LLC,50,credit,Dentist,Venture,,
9/23/2017,Jd Howard Dental,JD HOWARD DENTAL LLC,50,debit,Dentist,Venture,,
7/29/2016,Frisbie Memorial Hospital,FRISBIE MEMORIAL HO,119,debit,Doctor,Venture,,
3/4/2017,MANCHESTER UROLOGY,MANCHESTER UROLOGY,163.86,debit,Doctor,Venture,,
10/14/2017,"PRECISION TOXICOLOGY,","PRECISION TOXICOLOGY,",25.57,debit,Doctor,Venture,,
10/14/2017,SEACOAST RADIOLOGY P.A.,SEACOAST RADIOLOGY P.A.,30.88,debit,Doctor,Venture,,
9/13/2017,SEQUENOM CENTER FOR MOL,SEQUENOM CENTER FOR MOL,200,debit,Doctor,Venture,,
9/14/2017,WENTWORTH DOUGLASS PHYSIC,WENTWORTH DOUGLASS PHYSIC,126.97,debit,Doctor,Venture,,
3/30/2017,WHPARTNERS,WHPARTNERS,123.32,debit,Doctor,Venture,,
9/11/2017,SNHU BURSAR,SNHU BURSAR,150,debit,Education,Venture,,
2/18/2017,E-ZPass,NH TURNPIKE E-Z PASS,10.5,debit,EZ Pass Tolls,Venture,,
10/28/2016,E-ZPass,NH TURNPIKE E-Z PASS,1.75,debit,EZ Pass Tolls,Venture,,
7/29/2016,E-ZPass,NH TURNPIKE E-Z PASS,3.5,debit,EZ Pass Tolls,Venture,,
7/3/2017,Burger King,BURGER KING #5225,6.75,debit,Fast Food,Venture,,
3/29/2017,JetBlue,JETBLUE INFLIGHT,14,debit,Fast Food,Venture,,
12/12/2016,JetBlue,JETBLUE INFLIGHT,14,debit,Fast Food,Venture,,
7/15/2017,KFC,KFC F070024,11.65,debit,Fast Food,Venture,,
10/23/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.75,debit,Fast Food,Venture,,
10/23/2017,Liberty Cafe,LIBERTY CAFE  18068791,1.4,debit,Fast Food,Venture,,
10/21/2017,Liberty Cafe,LIBERTY CAFE  18068791,5.2,debit,Fast Food,Venture,,
9/8/2017,Liberty Cafe,LIBERTY CAFE  18068791,7.1,debit,Fast Food,Venture,,
8/16/2017,Liberty Cafe,LIBERTY CAFE  18068791,1.7,debit,Fast Food,Venture,,
7/31/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.75,debit,Fast Food,Venture,,
7/31/2017,Liberty Cafe,LIBERTY CAFE  18068791,5.2,debit,Fast Food,Venture,,
6/26/2017,Liberty Cafe,LIBERTY CAFE  18068791,0.49,debit,Fast Food,Venture,,
6/26/2017,Liberty Cafe,LIBERTY CAFE  18068791,5.2,debit,Fast Food,Venture,,
6/3/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.75,debit,Fast Food,Venture,,
2/25/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.2,debit,Fast Food,Venture,,
2/24/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.75,debit,Fast Food,Venture,,
2/22/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.2,debit,Fast Food,Venture,,
2/17/2017,Liberty Cafe,LIBERTY CAFE  18068791,4.25,debit,Fast Food,Venture,,
2/16/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.5,debit,Fast Food,Venture,,
2/8/2017,Liberty Cafe,LIBERTY CAFE  18068791,2.75,debit,Fast Food,Venture,,
10/28/2016,Liberty Cafe,LIBERTY CAFE  18068791,2.7,debit,Fast Food,Venture,,
8/20/2016,Liberty Cafe,LIBERTY CAFE  18068791,7.95,debit,Fast Food,Venture,,
8/10/2016,Liberty Cafe,LIBERTY CAFE  18068791,2.7,debit,Fast Food,Venture,,
