"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/25/2018","Amazon","AMAZON.COM AMZN.COM/BILL","90.01","debit","Baby Supplies","Venture","",""
"8/25/2018","Carter's","carters, Inc.","103.82","debit","Clothing","Venture","",""
"8/25/2018","Carter's","CARTER'S #640","45.12","debit","Clothing","Venture","",""
"8/24/2018","Hannaford","HANNAFORD #8159","39.67","debit","Groceries","Venture","",""
"8/24/2018","Old Navy","OLD NAVY US 6395","48.98","debit","Clothing","Venture","",""
"8/24/2018","iTunes","APL*ITUNES.COM/BILL","0.99","debit","Music","Venture","",""
"8/22/2018","iTunes","APL*ITUNES.COM/BILL","0.99","debit","Music","Venture","",""
"8/22/2018","Liberty Mutual","LIBERTY MUTUAL RECUR","150.58","debit","Auto Insurance","Venture","",""
"8/20/2018","Circle K","CIRCLE K 07248","40.17","debit","Gas & Fuel","Venture","",""
"8/20/2018","Bb Children Museum","BB *CHILDREN MUSEUM NH","95.00","debit","Kids","Venture","",""
"8/18/2018","Meineke","MEINEKE CAR CARE C","354.12","debit","Service & Parts","Venture","",""
"8/17/2018","Wdh E Payments","WDH E PAYMENTS","143.34","debit","Doctor","Venture","",""
"8/17/2018","Straight Talk","STRAIGHTTALK*SERVICES","138.24","debit","Mobile Phone","Venture","",""
"8/14/2018","Capital One Mobile","CAPITAL ONE MOBILE PYMT AuthDate 14-A ug","550.00","credit","Transfer","Venture","",""
"8/14/2018","Lapierres Septic Service","LAPIERRES SEPTIC SERVICE","225.00","debit","Home Supplies/Servic","Venture","",""
"8/14/2018","Aroma Joes","AROMA JOES COFFEE - 13","15.50","debit","Coffee Shops","Venture","",""
"8/13/2018","Marconi Beach Restaura","MARCONI BEACH RESTAURA","85.00","debit","Restaurants","Venture","",""
"8/11/2018","Wendy's","WENDYS","16.75","debit","Fast Food","Venture","",""
"8/11/2018","Amazon","Amazon.com","16.62","debit","Shopping","Venture","",""
"8/10/2018","Netflix","Netflix.com","10.99","debit","Subscriptions","Venture","",""
"8/08/2018","Amazon","AMZN Mktp US","28.94","debit","Shopping","Venture","",""
"8/08/2018","Roger's Pizza","ROGER S PIZZA","15.30","debit","Fast Food","Venture","",""
"8/04/2018","Capital One","CAPITAL ONE MEMBER FEE","59.00","debit","Subscriptions","Venture","",""
"8/04/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","6.31","debit","Fast Food","Venture","",""
"8/03/2018","Amazon","AMZN MKTP US AMZN.COM/BIL","21.99","credit","Clothing - SAP","Venture","",""
"8/02/2018","Capital One Mobile","CAPITAL ONE MOBILE PYMT AuthDate 02-A ug","200.00","credit","Transfer","Venture","",""
"8/02/2018","Milton Veterinary Clin","MILTON VETERINARY CLIN","136.35","debit","Veterinary","Venture","",""
"7/31/2018","Dress Barn","DRESSBARN #1253","88.20","debit","Clothing - SAP","Venture","",""
"7/31/2018","DirecTV","DIRECTV*NOW","100.00","credit","Cable/ Internet","Venture","",""
"7/31/2018","Amazon","AMAZON MKTPLACE PMTS WWW.","37.98","debit","Clothing - SAP","Venture","",""
"7/30/2018","Liberty Cafe","LIBERTY CAFE  18068791","5.20","debit","Fast Food","Venture","",""
"7/30/2018","E-ZPass","NH TURNPIKE EZ PASS","6.25","debit","EZ Pass Tolls","Venture","",""
"7/30/2018","Hannaford","HANNAFORD #8315","13.48","debit","Groceries","Venture","",""
"7/30/2018","iTunes","APL*ITUNES.COM/BILL","4.28","debit","Music","Venture","",""
"7/30/2018","Macy's","MACYS  FOX RUN","36.75","credit","Clothing - SAP","Venture","",""
"7/30/2018","BJ's Wholesale Club","BJS WHOLESALE #0062","96.93","debit","Groceries","Venture","",""
"7/30/2018","JCPenney","JCPENNEY 2250","34.99","debit","Clothing - SAP","Venture","",""
"7/30/2018","Macy's","MACYS  FOX RUN","66.00","debit","Clothing - SAP","Venture","",""
"7/26/2018","Capital One Mobile","CAPITAL ONE MOBILE PYMT AuthDate 26-J ul","300.00","credit","Transfer","Venture","",""
"7/25/2018","Saigon Tokyo","SAIGON & TOKYO","59.00","debit","Restaurants","Venture","",""
"7/24/2018","iTunes","APL*ITUNES.COM/BILL","0.99","debit","Music","Venture","",""
"7/23/2018","iTunes","APL*ITUNES.COM/BILL","0.99","debit","Music","Venture","",""
"7/23/2018","Sanbornville Auto Supply","SANBORNVILLE AUTO SUPPLY","33.98","debit","Gas & Fuel","Venture","",""
"7/23/2018","Redbox","REDBOX *DVD RENTAL","3.00","debit","Movies & DVDs","Venture","",""
"7/21/2018","Amazon","AMAZON MKTPLACE PMTS","24.99","debit","Misc Shopping","Venture","",""
"7/21/2018","Amazon","AMAZON MKTPLACE PMTS WWW.","37.47","debit","Baby Supplies","Venture","",""
"7/21/2018","Liberty Mutual","LIBERTY MUTUAL RECUR","150.58","debit","Auto Insurance","Venture","",""
"7/21/2018","Foster Smith","FOSTER SMITH MAIL ORDR","139.14","debit","Pet Food & Supplies","Venture","",""
"7/12/2018","JetBlue","JetBlue","312.40","debit","Air Travel","Venture","",""
"7/12/2018","Kohl's","Kohl's","25.96","debit","Clothing - MDP","Venture","",""
"7/10/2018","Amazon","Amazon","4.99","debit","Misc Shopping","Venture","",""
"7/10/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"7/10/2018","Capital One Mobile","CAPITAL ONE MOBILE PYMT AuthDate 10-Jul","4000.00","credit","Transfer","Venture","",""
"7/10/2018","Amazon","Amazon","44.47","debit","Baby Supplies","Venture","",""
"7/09/2018","Amazon","Amazon","13.90","debit","Baby Supplies","Venture","",""
"7/09/2018","Extreme Hair","Extreme Hair","25.00","debit","Hair","Venture","",""
"7/09/2018","JetBlue","JetBlue","350.38","debit","Air Travel","Venture","",""
"7/09/2018","Amazon","Amazon","44.64","debit","Pet Food & Supplies","Venture","",""
"7/07/2018","DirecTV","DIRECTV","165.00","debit","Cable/ Internet","Venture","",""
"7/07/2018","Wal-Mart","Walmart","53.70","debit","Home Supplies/Servic","Venture","",""
"7/05/2018","Redbox","Redbox","1.50","debit","Movies & DVDs","Venture","",""
"7/04/2018","McDonald's","McDonald's","8.13","debit","Fast Food","Venture","",""
"7/04/2018","McDonald's","McDonald's","8.14","debit","Fast Food","Venture","",""
"7/02/2018","Hannaford","Hannaford","88.19","debit","Groceries","Venture","",""
"7/02/2018","Long Meadow Farm","LONG MEADOW FARM AND HOME","36.98","debit","Groceries","Venture","",""
"7/01/2018","CPCU Society","Cpcu Society","1137.00","debit","Prof Designation","Venture","",""
"6/30/2018","Tst Bad Lab","TST* BAD LAB BEER CO","40.81","debit","Alcohol & Bars","Venture","",""
"6/30/2018","Amazon","Amazon","76.76","debit","Clothing - SAP","Venture","",""
"6/28/2018","Wendy's","Wendy's","11.66","debit","Fast Food","Venture","",""
"6/28/2018","Martins Point Portal","MARTINS POINT PORTAL PAYM","26.31","debit","Doctor","Venture","",""
"6/28/2018","Dairy Queen","Dairy Queen","26.07","debit","Fast Food","Venture","",""
"6/26/2018","Home Depot","Home Depot","1174.92","debit","Home Supplies/Servic","Venture","",""
"6/25/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"6/25/2018","Dunkin Donuts","Dunkin Donuts","13.75","debit","Coffee Shops","Venture","",""
"6/22/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"6/22/2018","Liberty Cafe","LIBERTY CAFE 18068791","8.15","debit","Fast Food","Venture","",""
"6/22/2018","Stoneface Brewing","Stoneface Brewing Company","15.00","debit","Restaurants","Venture","",""
"6/21/2018","Liberty Mutual","Liberty Mutual","159.58","debit","Auto Insurance","Venture","",""
"6/21/2018","Dunkin Donuts","Dunkin Donuts","3.07","debit","Coffee Shops","Venture","",""
"6/21/2018","McDonald's","McDonald's","15.86","debit","Fast Food","Venture","",""
"6/20/2018","Roger's Pizza","Roger's Pizza House","13.51","debit","Fast Food","Venture","",""
"6/18/2018","Hannaford","Hannaford","121.32","debit","Groceries","Venture","",""
"6/16/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","12.52","debit","Fast Food","Venture","",""
"6/14/2018","Miltons","Milton Veterinary Clinic","88.35","debit","Veterinary","Venture","",""
"6/14/2018","McDonald's","McDonald's","5.44","debit","Fast Food","Venture","",""
"6/13/2018","Circle K","Circle K","30.00","debit","Gas & Fuel","Venture","",""
"6/12/2018","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 12-J un","1500.00","credit","Transfer","Venture","",""
"6/12/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","6.31","debit","Fast Food","Venture","",""
"6/12/2018","Travel Reward","CREDIT-TRAVEL REWARD","323.81","credit","Credit Card Rewards","Venture","",""
"6/11/2018","Margaritas","MARGARITAS DOVER","64.40","debit","Restaurants","Venture","",""
"6/11/2018","Verizon Wireless","Verizon","170.28","debit","Mobile Phone","Venture","",""
"6/11/2018","Hannaford","Hannaford","27.49","debit","Groceries","Venture","",""
"6/11/2018","Sunoco","Sunoco Gas","6.96","debit","Fast Food","Venture","",""
"6/11/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"6/09/2018","A B Vending","A & B Vending","1.65","debit","Fast Food","Venture","",""
"6/09/2018","JetBlue","JetBlue","519.02","debit","Prof Designation","Venture","",""
"6/09/2018","JetBlue","JetBlue","519.02","debit","Prof Designation","Venture","",""
"6/09/2018","Extreme Hair","Extreme Hair","15.00","debit","Hair","Venture","",""
"6/09/2018","Sunny Villa Restaurant","Sunny Villa Restaurant","60.00","debit","Restaurants","Venture","",""
"6/08/2018","Nike","Nike","83.97","debit","Clothing - MDP","Venture","",""
"6/08/2018","Amazon","Amazon","13.90","debit","Baby Supplies","Venture","",""
"6/08/2018","Fanatics Retail Group","Fanatics Retail Group","65.70","debit","Clothing - MDP","Venture","",""
"6/08/2018","Men's Wearhouse","Men's Wearhouse","23.72","debit","Clothing - MDP","Venture","",""
"6/06/2018","Penny Candy Shop","Penny Candy Shop","18.13","debit","Gifts & Donations","Venture","",""
"6/06/2018","Wal-Mart","Walmart","113.24","debit","Home Supplies/Servic","Venture","",""
"6/04/2018","CPCU Society","Cpcu Society","137.50","debit","Prof Designation","Venture","",""
"6/04/2018","Amazon","Amazon","58.86","debit","Misc Shopping","Venture","",""
"6/04/2018","Wendy's","Wendy's","7.05","debit","Fast Food","Venture","",""
"6/02/2018","Meineke","Meineke Car Care Center","34.95","debit","Service & Parts","Venture","",""
"5/30/2018","Home Depot","Home Depot","416.84","debit","Home Supplies/Servic","Venture","",""
"5/29/2018","Lone Oak Ice Cream","LONE OAK ICE CREAM","20.10","debit","Fast Food","Venture","",""
"5/28/2018","Amazon","Amazon","49.00","debit","Toys","Venture","",""
"5/26/2018","Sunoco","Sunoco Gas","7.23","debit","Fast Food","Venture","",""
"5/26/2018","Redbox","Redbox","4.50","debit","Movies & DVDs","Venture","",""
"5/25/2018","Sunoco","Sunoco Gas","6.78","debit","Fast Food","Venture","",""
"5/24/2018","Miltons","Milton Veterinary Clinic","68.35","debit","Veterinary","Venture","",""
"5/24/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"5/23/2018","Amazon","Amazon","32.29","debit","Toys","Venture","",""
"5/23/2018","Liberty Mutual","Liberty Mutual","159.59","debit","Auto Insurance","Venture","",""
"5/22/2018","iTunes","Apple iTunes","1.29","debit","Music","Venture","",""
"5/22/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"5/22/2018","Straight Talk","Straight Talk","139.23","debit","Mobile Phone","Venture","",""
"5/21/2018","Johnson Seafood Steak","Johnson Seafood & Steak","80.00","debit","Restaurants","Venture","",""
"5/18/2018","Amazon","Amazon","49.00","debit","Shopping","Venture","",""
"5/17/2018","McDonald's","McDonald's","4.99","debit","Fast Food","Venture","",""
"5/16/2018","Wal-Mart","Walmart","46.45","debit","Home Supplies/Servic","Venture","",""
"5/16/2018","Straight Talk","Straight Talk","139.23","debit","Mobile Phone","Venture","",""
"5/16/2018","Barron Brothers Development","Barron Brothers Development","35.00","debit","Restaurants","Venture","",""
"5/15/2018","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 15-M ay","2200.00","credit","Transfer","Venture","",""
"5/14/2018","Wingate Salon Spa","Wingate Salon & Spa","168.00","debit","Spa & Massage","Venture","",""
"5/14/2018","Toys ""R"" Us","Toys R Us","40.00","debit","Toys","Venture","",""
"5/14/2018","Hannaford","Hannaford","48.96","debit","Gifts & Donations","Venture","",""
"5/14/2018","Candy Bar","The Candy Bar","18.75","debit","Gifts & Donations","Venture","",""
"5/11/2018","Verizon Wireless","Verizon","183.28","debit","Mobile Phone","Venture","",""
"5/10/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"5/10/2018","iTunes","Apple iTunes","1.29","debit","Music","Venture","",""
"5/10/2018","Amazon","Amazon","44.64","debit","Pet Food & Supplies","Venture","",""
"5/08/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","6.31","debit","Fast Food","Venture","",""
"5/07/2018","Amazon","Amazon","11.99","debit","Baby Supplies","Venture","",""
"5/05/2018","Amazon","Amazon","62.85","debit","Baby Supplies","Venture","",""
"5/04/2018","The Insitutes","IIA/CPCU INSTITUTE","368.00","debit","Prof Designation","Venture","",""
"5/04/2018","Amazon","Amazon","31.55","debit","Gifts & Donations","Venture","",""
"5/04/2018","Amazon","Amazon","8.99","debit","Gifts & Donations","Venture","",""
"5/02/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","6.31","debit","Fast Food","Venture","",""
"5/01/2018","Amazon","Amazon","12.99","debit","Misc Shopping","Venture","",""
"4/30/2018","Tractor Supply","Tractor Supply Company","41.98","debit","Lawn & Garden","Venture","",""
"4/30/2018","Amazon","Amazon","1.99","debit","Misc Shopping","Venture","",""
"4/30/2018","Sunoco","Sunoco Gas","5.70","debit","Fast Food","Venture","",""
"4/30/2018","Hannaford","Hannaford","99.71","debit","Groceries","Venture","",""
"4/30/2018","Knotty Pine Grill","Knotty Pine Grill & Tavern","50.00","debit","Restaurants","Venture","",""
"4/30/2018","Liberty Cafe","LIBERTY CAFE 18068791","5.50","debit","Fast Food","Venture","",""
"4/28/2018","Miltons","Milton Veterinary Clinic","68.35","debit","Veterinary","Venture","",""
"4/25/2018","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 25-A pr","2900.00","credit","Transfer","Venture","",""
"4/24/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"4/23/2018","Ikko Restaurant","IKKO RESTAURANT","66.00","debit","Restaurants","Venture","",""
"4/23/2018","Roger's Pizza","Roger's Pizza House","16.00","debit","Fast Food","Venture","",""
"4/23/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"4/23/2018","Liberty Cafe","LIBERTY CAFE 18068791","7.95","debit","Fast Food","Venture","",""
"4/21/2018","Liberty Mutual","Liberty Mutual","159.58","debit","Auto Insurance","Venture","",""
"4/21/2018","McDonald's","McDonald's","5.97","debit","Fast Food","Venture","",""
"4/18/2018","Dunkin Donuts","Dunkin Donuts","4.39","debit","Coffee Shops","Venture","",""
"4/18/2018","Autoanything","AutoAnything","556.60","debit","Service & Parts","Venture","",""
"4/17/2018","Amazon","Amazon","14.99","debit","Baby Supplies","Venture","",""
"4/17/2018","E-ZPass","NH E-ZPass","7.00","debit","EZ Pass Tolls","Venture","",""
"4/16/2018","Amazon","Amazon","14.68","debit","Home Supplies/Servic","Venture","",""
"4/14/2018","Amazon","Amazon","22.99","debit","Pet Food & Supplies","Venture","",""
"4/14/2018","Foster Smith","DrsFosterSmith.com","149.33","debit","Pet Food & Supplies","Venture","",""
"4/12/2018","Hannaford","Hannaford","51.67","debit","Groceries","Venture","",""
"4/11/2018","Verizon Wireless","Verizon","183.32","debit","Mobile Phone","Venture","",""
"4/11/2018","Amazon","Amazon","23.99","debit","Baby Supplies","Venture","",""
"4/10/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"4/09/2018","Rite Aid","Rite Aid","23.00","debit","Pharmacy","Venture","",""
"4/07/2018","Farmington House of Pizza","Farmington House of Pizza","21.21","debit","Fast Food","Venture","",""
"4/06/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","6.31","debit","Fast Food","Venture","",""
"4/04/2018","Amazon","Amazon","46.99","debit","Pet Food & Supplies","Venture","",""
"4/04/2018","Amazon","Amazon","49.28","debit","Clothing - SAP","Venture","",""
"4/02/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","12.52","debit","Fast Food","Venture","",""
"3/31/2018","The Insitutes","IIA/CPCU INSTITUTE","580.00","debit","Prof Designation","Venture","",""
"3/31/2018","Wal-Mart","Walmart","194.88","credit","Shopping","Venture","",""
"3/30/2018","Wendy's","Wendy's","11.52","debit","Fast Food","Venture","",""
"3/28/2018","Extreme Hair","Extreme Hair","25.00","debit","Hair","Venture","",""
"3/28/2018","Hobby Lobby","Hobby Lobby","11.95","debit","Hobbies","Venture","",""
"3/27/2018","Shop 'n Save","Hunter's Shop N' Save","12.03","debit","Gas Stn Snacks/Beer","Venture","",""
"3/27/2018","Tropical Smoothie Cafe","LEVELUP*TROPICALSMOOTH","12.52","debit","Fast Food","Venture","",""
"3/26/2018","Amazon","Amazon","8.21","debit","Clothing - SAP","Venture","",""
"3/26/2018","Dunkin Donuts","Dunkin Donuts","8.82","debit","Coffee Shops","Venture","",""
"3/26/2018","Amazon","Amazon","8.45","debit","Misc Shopping","Venture","",""
"3/26/2018","Amazon","Amazon","5.99","debit","Misc Shopping","Venture","",""
"3/26/2018","Blue Oasis Llc","BLUE OASIS, LLC","40.00","debit","Spa & Massage","Venture","",""
"3/26/2018","Ikko Restaurant","IKKO RESTAURANT","50.00","debit","Restaurants","Venture","",""
"3/26/2018","Aroma Joes","Aroma Joes","5.50","debit","Coffee Shops","Venture","",""
"3/26/2018","Miltons","Milton Veterinary Clinic","68.35","debit","Veterinary","Venture","",""
"3/26/2018","Taco Bell","Taco Bell","3.80","debit","Fast Food","Venture","",""
"3/26/2018","Dunkin Donuts","Dunkin Donuts","8.02","debit","Coffee Shops","Venture","",""
"3/24/2018","Amazon","Amazon","14.99","debit","Home Supplies","Venture","",""
"3/24/2018","Amazon","Amazon","23.79","debit","Clothing - SAP","Venture","",""
"3/24/2018","Amazon","Amazon","15.69","debit","Clothing - SAP","Venture","",""
"3/24/2018","Hannaford","Hannaford","6.80","debit","Groceries","Venture","",""
"3/24/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"3/24/2018","Hannaford","Hannaford","107.42","debit","Groceries","Venture","",""
"3/23/2018","Cumberland Farms","Cumberland Farms","20.00","debit","Gas & Fuel","Venture","",""
"3/22/2018","BJ's Wholesale Club","BJ's Wholesale Club","108.43","debit","Groceries","Venture","",""
"3/22/2018","Liberty Mutual","Liberty Mutual","159.59","debit","Auto Insurance","Venture","",""
"3/22/2018","Shaw's","Shaw's","13.62","debit","Groceries","Venture","",""
"3/21/2018","Amazon","Amazon","48.89","debit","Misc Shopping","Venture","",""
"3/21/2018","Amazon","Amazon","41.97","debit","Clothing - SAP","Venture","",""
"3/21/2018","Frisbie Memorial Hospital","Frisbie Memorial Hospital","96.32","debit","Doctor","Venture","",""
"3/21/2018","Frisbie Memorial Hospital","Frisbie Memorial Hospital","13.92","debit","Doctor","Venture","",""
"3/21/2018","Jd Howard Dental","JD Howard Dental","107.60","debit","Dentist","Venture","",""
"3/21/2018","Nolan Brick Oven","Nolan's Brick Oven Bistro","40.00","debit","Restaurants","Venture","",""
"3/21/2018","iTunes","Apple iTunes","22.98","debit","Subscriptions","Venture","",""
"3/21/2018","Frisbie Memorial Hospital","Frisbie Memorial Hospital","528.80","debit","Doctor","Venture","",""
"3/21/2018","Frisbie Memorial Hospital","Frisbie Memorial Hospital","142.40","debit","Doctor","Venture","",""
"3/21/2018","Penny Candy Shop","Penny Candy Shop","8.56","debit","Fast Food","Venture","",""
"3/21/2018","iTunes","Apple iTunes","12.99","debit","Subscriptions","Venture","",""
"3/21/2018","Frisbie Memorial Hospital","Frisbie Memorial Hospital","223.87","debit","Doctor","Venture","",""
"3/20/2018","Wal-Mart","Walmart","58.02","debit","Home Supplies/Servic","Venture","",""
"3/20/2018","Meineke","Meineke Car Care Center","34.95","debit","Service & Parts","Venture","",""
"3/19/2018","Amazon","Amazon","10.28","debit","Misc Shopping","Venture","",""
"3/19/2018","Miltons","Milton Veterinary Clinic","68.35","debit","Veterinary","Venture","",""
"3/19/2018","Amazon","Amazon","46.99","debit","Pet Food & Supplies","Venture","",""
"3/19/2018","Rite Aid","Rite Aid","23.00","debit","Pharmacy","Venture","",""
"3/17/2018","Hobby Lobby","Hobby Lobby","35.13","debit","Hobbies","Venture","",""
"3/17/2018","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 17-Mar","3735.00","credit","Transfer","Venture","",""
"3/14/2018","CN Brown","CN Brown Company","1012.34","debit","Home Supplies/Servic","Venture","",""
"3/14/2018","Eye Sugar Photography","Eye Sugar Photography","500.00","debit","Baby Supplies","Venture","",""
"3/12/2018","Verizon Wireless","Verizon","179.32","debit","Mobile Phone","Venture","",""
"3/12/2018","Wal-Mart","Walmart","14.92","debit","Home Supplies/Servic","Venture","",""
"3/12/2018","Wal-Mart","Walmart","211.18","debit","Home Supplies/Servic","Venture","",""
"3/10/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"3/08/2018","Amazon","Amazon","44.64","debit","Pet Food & Supplies","Venture","",""
"3/07/2018","Home Depot","Home Depot","21.51","debit","Home Supplies/Servic","Venture","",""
"3/07/2018","Home Depot","Home Depot","37.79","debit","Home Supplies/Servic","Venture","",""
"3/06/2018","Big Lots","Big Lots","14.50","debit","Shopping","Venture","",""
"3/06/2018","Lowe's","Lowe's","33.72","debit","Home Supplies/Servic","Venture","",""
"3/05/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"3/05/2018","Amazon","Amazon","10.99","debit","Baby Supplies","Venture","",""
"3/03/2018","Miltons","Milton Veterinary Clinic","67.35","debit","Veterinary","Venture","",""
"3/03/2018","Poor People Pub","Poor People's Pub","26.00","debit","Restaurants","Venture","",""
"3/01/2018","Texas Roadhouse","Texas Roadhouse","40.00","debit","Restaurants","Venture","",""
"3/01/2018","Jd Howard Dental","JD Howard Dental","170.60","debit","Dentist","Venture","",""
"3/01/2018","iTunes","Apple iTunes","12.99","credit","Subscriptions","Venture","",""
"3/01/2018","iTunes","Apple iTunes","22.98","credit","Subscriptions","Venture","",""
"2/28/2018","Aroma Joes","Aroma Joes","5.50","debit","Coffee Shops","Venture","",""
"2/27/2018","Eye Sugar Photography","Eye Sugar Photography","75.00","debit","Baby Supplies","Venture","",""
"2/26/2018","Amazon","Amazon","31.95","debit","Baby Supplies","Venture","",""
"2/26/2018","Dependable Pest Solutions","Dependable Pest Solutions","300.00","debit","Home Supplies/Servic","Venture","",""
"2/24/2018","Amazon","Amazon","58.53","debit","Baby Supplies","Venture","",""
"2/24/2018","Amazon","Amazon","20.99","debit","Baby Supplies","Venture","",""
"2/23/2018","Amazon","Amazon","40.42","debit","Baby Supplies","Venture","",""
"2/23/2018","Amazon","Amazon","6.80","debit","Baby Supplies","Venture","",""
"2/23/2018","Amazon","Amazon","51.00","debit","Baby Supplies","Venture","",""
"2/22/2018","iTunes","Apple iTunes","22.98","credit","Subscriptions","Venture","",""
"2/22/2018","PetMed","PetMed Express","51.98","debit","Veterinary","Venture","",""
"2/22/2018","Liberty Mutual","Liberty Mutual","159.58","debit","Auto Insurance","Venture","",""
"2/22/2018","Frisbie Memorial Hospital","Frisbie Memorial Hospital","148.39","debit","Doctor","Venture","",""
"2/21/2018","Labcorp","LabCorp","4.60","debit","Doctor","Venture","",""
"2/21/2018","The Insitutes","IIA/CPCU INSTITUTE","351.00","debit","Prof Designation","Venture","",""
"2/21/2018","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 21-Feb","1600.00","credit","Transfer","Venture","",""
"2/21/2018","iTunes","Apple iTunes","22.98","debit","Subscriptions","Venture","",""
"2/20/2018","Adjustment","PURCHASE ADJUSTMENT","12.99","credit","Music","Venture","",""
"2/19/2018","iTunes","Apple iTunes","9.99","debit","Music","Venture","",""
"2/19/2018","iTunes","Apple iTunes","2.99","debit","Music","Venture","",""
"2/15/2018","Hannaford","Hannaford","57.62","debit","Groceries","Venture","",""
"2/14/2018","Stillwater Kennels","Stillwater Kennels & Training","216.00","debit","Daycare","Venture","",""
"2/13/2018","Frisbie Memorial Hospital","FRISBIE MEMORIAL CAFE","14.33","debit","Restaurants","Venture","",""
"2/12/2018","Verizon Wireless","Verizon","179.32","debit","Mobile Phone","Venture","",""
"2/12/2018","Frisbie Memorial Hospital","FRISBIE MEMORIAL CAFE","4.25","debit","Restaurants","Venture","",""
"2/12/2018","Amazon","Amazon","42.74","debit","Baby Supplies","Venture","",""
"2/10/2018","Netflix","Netflix","10.99","debit","Subscriptions","Venture","",""
"2/10/2018","Olive Garden","Olive Garden","77.00","debit","Restaurants","Venture","",""
"2/09/2018","Farmer Kitchen","The Farmer's Kitchen","26.00","debit","Restaurants","Venture","",""
"2/09/2018","Stillwater Kennels","Stillwater Kennels & Training","50.00","debit","Daycare","Venture","",""
"2/05/2018","Amazon","Amazon","12.90","debit","Baby Supplies","Venture","",""
"2/05/2018","Liberty Cafe","LIBERTY CAFE 18068791","4.05","debit","Fast Food","Venture","",""
"2/03/2018","Amazon","Amazon","45.99","debit","Pet Food & Supplies","Venture","",""
"2/03/2018","Margaritas","MARGARITAS DOVER","85.00","debit","Restaurants","Venture","",""
"2/03/2018","Margaritas","MARGARITAS DOVER","8.00","debit","Restaurants","Venture","",""
"2/02/2018","Circle K","Circle K","9.98","debit","Gas Stn Snacks/Beer","Venture","",""
"2/01/2018","McDonald's","McDonald's","17.37","debit","Fast Food","Venture","",""
"2/01/2018","Taco Bell","Taco Bell","9.04","debit","Fast Food","Venture","",""
"2/01/2018","Toys ""R"" Us","Toys R Us","2.34","debit","Toys","Venture","",""
"2/01/2018","Hannaford","Hannaford","119.04","debit","Groceries","Venture","",""
"1/31/2018","Amazon","Amazon","20.99","debit","Baby Supplies","Venture","",""
"1/31/2018","Hannaford","Hannaford","32.18","debit","Groceries","Venture","",""
"1/29/2018","Target","Target","36.53","debit","Baby Supplies","Venture","",""
"1/26/2018","Cumberland Farms","Cumberland Farms","9.99","debit","Alcohol & Bars","Venture","",""
"1/26/2018","Miltons","Milton Veterinary Clinic","104.45","debit","Veterinary","Venture","",""
"1/24/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"1/24/2018","Liberty Mutual","Liberty Mutual","159.59","debit","Auto Insurance","Venture","",""
"1/23/2018","iTunes","Apple iTunes","12.99","debit","Subscriptions","Venture","",""
"1/23/2018","Amazon","Amazon","93.32","debit","Baby Supplies","Venture","",""
"1/22/2018","Liberty Cafe","LIBERTY CAFE 18068791","1.70","debit","Fast Food","Venture","",""
"1/22/2018","Miltons","Milton Veterinary Clinic","43.00","debit","Veterinary","Venture","",""
"1/18/2018","Capital One","CAPITAL ONE MOBILE PYMT AuthDate 18-J an","1600.00","credit","Transfer","Venture","",""
"1/18/2018","Liberty Cafe","LIBERTY CAFE 18068791","9.20","debit","Fast Food","Venture","",""
"1/18/2018","Amazon","Amazon","15.99","debit","Baby Supplies","Venture","",""
"1/17/2018","Amazon","Amazon","45.99","credit","Pet Food & Supplies","Venture","",""
"1/17/2018","Sp Dogpawty","SP * DOGPAWTY","10.99","debit","Pet Food & Supplies","Venture","",""
"1/15/2018","iTunes","Apple iTunes","0.99","debit","Music","Venture","",""
"1/15/2018","iTunes","Apple iTunes","12.98","debit","Subscriptions","Venture","",""
